age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
56,retired,married,6,1,0,1,jun,fri,51,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,technician,married,17,0,0,0,jul,wed,511,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30,management,married,16,1,0,0,mar,mon,170,3,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,0
59,management,married,16,1,0,0,dec,thu,646,3,6,1,success,-3,92.713,-33,0.7,5023.5,0
41,housemaid,divorced,9,0,0,0,jul,wed,118,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32,technician,married,16,0,0,0,aug,fri,198,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
49,management,married,16,1,0,0,nov,tue,37,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
28,student,single,12,0,0,0,apr,thu,319,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
57,blue-collar,married,9,0,0,1,jul,wed,49,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
26,admin.,single,16,1,0,0,sep,tue,355,1,999,1,failure,-1.1,94.199,-37.5,0.881,4963.6,0
24,admin.,single,12,1,0,0,jul,thu,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
47,admin.,single,16,0,0,0,may,mon,53,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
40,admin.,married,12,1,0,0,apr,thu,401,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
29,admin.,married,16,0,0,0,may,wed,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
38,technician,married,17,1,1,1,jun,thu,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
25,admin.,married,16,1,0,0,jul,thu,60,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
60,retired,married,4,0,0,0,aug,tue,332,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
50,management,divorced,16,0,0,0,jul,mon,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
52,blue-collar,married,4,0,1,1,may,mon,79,19,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
45,management,single,16,0,1,1,jul,thu,269,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
35,blue-collar,married,12,0,0,0,may,wed,285,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
27,management,single,16,1,0,0,may,mon,77,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
43,services,married,12,0,0,1,jun,fri,16,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
55,admin.,divorced,12,0,0,0,nov,wed,67,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
34,housemaid,married,16,0,0,1,may,mon,388,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,blue-collar,married,4,0,0,0,may,wed,239,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
36,technician,single,16,0,0,0,aug,fri,148,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
28,housemaid,single,6,0,0,0,jul,mon,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
31,technician,single,17,1,0,0,aug,mon,194,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
42,admin.,married,16,1,0,1,may,thu,117,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,blue-collar,married,9,0,0,0,may,mon,206,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
30,admin.,single,16,0,0,0,aug,thu,272,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,services,married,12,1,0,1,jun,thu,268,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
35,technician,single,16,1,0,1,may,wed,294,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,married,16,0,0,0,aug,fri,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
36,self-employed,single,16,1,1,0,aug,thu,118,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
30,technician,married,16,0,0,1,may,tue,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,housemaid,single,4,1,0,0,jul,mon,385,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,admin.,single,12,0,0,1,jun,fri,433,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
53,blue-collar,married,4,0,0,1,jun,fri,223,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
33,admin.,married,16,0,0,0,aug,thu,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
31,admin.,single,16,0,1,1,mar,mon,39,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,0
35,unemployed,divorced,16,0,0,0,apr,tue,253,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,0
32,technician,single,17,0,0,0,aug,fri,169,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
57,admin.,married,16,0,0,0,jul,wed,35,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,blue-collar,married,9,1,0,1,may,thu,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
49,blue-collar,single,4,0,0,1,may,thu,236,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
42,self-employed,divorced,16,1,0,0,jul,mon,643,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
33,services,married,17,0,1,0,jul,thu,151,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
57,technician,married,16,0,0,0,aug,thu,259,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,self-employed,single,16,1,0,0,aug,tue,176,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,blue-collar,married,9,0,1,0,may,mon,116,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
26,technician,single,16,1,0,0,oct,thu,152,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0
33,admin.,married,12,0,0,1,may,wed,629,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,retired,divorced,12,1,0,1,jul,fri,9,1,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,0
55,services,divorced,12,1,1,0,jul,tue,47,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,unemployed,married,9,1,0,1,may,wed,43,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
28,self-employed,single,16,1,0,0,nov,thu,97,2,6,3,success,-1.1,94.767,-50.8,1.041,4963.6,0
37,entrepreneur,divorced,16,1,1,1,may,thu,71,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
49,blue-collar,divorced,9,1,0,0,nov,wed,82,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
25,student,single,12,1,1,1,jun,mon,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
58,entrepreneur,married,4,1,0,1,may,mon,350,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,blue-collar,married,9,1,1,0,may,mon,105,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
39,blue-collar,married,9,1,0,0,may,fri,391,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
45,blue-collar,single,17,1,0,0,may,fri,1954,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
49,blue-collar,married,12,0,0,1,may,mon,560,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,blue-collar,married,6,1,0,1,jul,fri,25,1,14,1,success,-1.7,94.215,-40.3,0.79,4991.6,0
52,admin.,married,12,1,0,0,may,mon,17,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
46,technician,divorced,17,0,0,0,may,mon,927,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
34,technician,divorced,17,0,0,0,jul,tue,323,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
49,admin.,divorced,16,0,0,0,aug,wed,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38,admin.,married,16,1,1,1,may,wed,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,admin.,single,16,1,1,1,may,fri,138,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,admin.,married,12,1,0,0,jul,tue,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
48,blue-collar,married,4,1,0,1,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
47,entrepreneur,married,16,1,0,0,apr,thu,282,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
32,services,single,12,0,0,1,may,fri,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
33,technician,married,17,1,0,0,may,wed,318,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
54,management,divorced,16,1,1,1,may,wed,39,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
32,services,married,9,0,0,0,jul,tue,491,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
47,admin.,single,12,0,0,1,nov,fri,178,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
43,admin.,married,16,0,0,0,jul,tue,497,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
45,technician,married,12,0,0,1,may,wed,81,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,blue-collar,married,9,0,0,0,may,tue,80,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
34,blue-collar,married,9,0,1,0,jul,fri,196,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32,admin.,single,16,1,0,1,jul,fri,123,4,999,0,nonexistent,-2.9,92.469,-33.6,1.007,5076.2,0
37,admin.,married,12,0,0,0,may,mon,14,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
36,blue-collar,married,6,0,0,0,nov,tue,246,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
31,blue-collar,married,9,1,1,1,jun,mon,238,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
29,technician,single,12,1,0,0,aug,thu,643,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
38,entrepreneur,married,16,0,0,0,may,thu,136,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
44,management,married,16,1,0,1,may,tue,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,blue-collar,married,4,1,0,0,apr,thu,743,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
31,management,single,16,0,0,0,nov,thu,46,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
52,blue-collar,single,9,1,0,1,may,fri,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
49,housemaid,married,4,1,0,1,jun,fri,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
30,admin.,married,12,1,0,0,nov,wed,193,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
31,blue-collar,married,12,1,0,0,jul,fri,45,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
27,services,single,16,1,0,0,apr,thu,384,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
28,management,single,16,0,0,1,jun,wed,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
46,admin.,single,16,0,0,1,jun,tue,193,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
38,management,married,16,1,0,0,nov,thu,182,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
41,housemaid,married,6,0,0,1,may,wed,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
30,technician,single,17,0,0,1,may,tue,84,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,entrepreneur,married,16,1,0,0,nov,thu,57,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
49,blue-collar,divorced,4,0,0,1,jun,wed,122,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
53,services,single,12,0,1,1,may,fri,55,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
39,entrepreneur,married,9,1,0,1,jun,mon,70,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
40,management,married,6,1,0,0,apr,thu,77,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
51,technician,married,16,1,0,1,may,tue,470,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,blue-collar,married,6,1,0,1,may,tue,481,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
27,self-employed,single,17,1,0,0,jul,tue,279,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43,technician,married,17,1,0,0,nov,mon,190,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
57,technician,married,12,0,0,1,may,wed,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
46,technician,married,6,0,0,0,apr,tue,254,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
31,admin.,single,9,1,0,0,jul,tue,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,admin.,married,16,1,0,0,apr,fri,161,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26,student,single,12,1,0,0,may,wed,277,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
56,management,divorced,16,0,0,0,nov,wed,90,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
37,blue-collar,married,9,0,1,1,may,tue,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,admin.,single,16,0,0,0,oct,thu,334,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,0
47,blue-collar,married,4,0,0,0,nov,wed,202,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
35,admin.,married,16,0,1,0,may,wed,261,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
47,technician,married,12,0,0,0,apr,mon,222,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
30,services,married,12,0,0,0,apr,thu,647,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
49,retired,married,9,0,0,1,jun,fri,217,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
45,blue-collar,married,16,0,0,1,oct,tue,79,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0
36,admin.,married,16,0,0,0,oct,wed,632,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
61,admin.,married,12,1,0,0,oct,mon,146,4,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0
42,services,married,6,0,0,0,may,tue,474,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
39,admin.,married,16,0,0,0,nov,tue,251,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
36,management,married,16,0,0,1,may,tue,274,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,technician,single,16,1,0,0,may,mon,340,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
25,blue-collar,married,9,0,0,0,jul,thu,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
75,housemaid,divorced,4,0,0,0,apr,fri,95,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
42,admin.,single,12,0,0,0,apr,fri,377,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30,admin.,single,16,0,0,0,nov,fri,258,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
27,self-employed,married,16,1,0,0,may,tue,240,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
56,admin.,married,16,1,0,0,aug,mon,178,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
56,technician,married,16,0,1,1,jun,mon,69,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
27,blue-collar,married,6,1,0,1,jun,mon,235,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
30,management,single,16,0,0,0,nov,wed,493,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
57,retired,single,12,0,0,1,may,mon,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,admin.,married,16,1,0,0,aug,thu,140,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
42,blue-collar,married,9,0,0,1,may,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
39,blue-collar,married,6,1,0,0,jul,tue,59,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
45,blue-collar,married,4,1,0,1,may,thu,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
32,self-employed,married,16,1,0,0,jul,wed,181,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33,technician,married,17,1,0,0,may,wed,221,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
28,admin.,single,16,1,0,0,nov,wed,170,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
47,admin.,divorced,16,1,0,1,may,mon,256,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,blue-collar,married,9,1,0,0,nov,wed,432,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
44,admin.,divorced,17,0,1,1,may,wed,38,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
41,technician,married,16,0,0,0,nov,mon,149,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
41,housemaid,married,12,1,0,1,jun,thu,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
24,student,single,12,0,1,0,apr,thu,157,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
29,admin.,divorced,9,1,0,0,nov,wed,134,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,housemaid,married,9,1,1,0,nov,mon,112,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
37,blue-collar,divorced,12,1,0,0,jul,tue,538,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
46,admin.,single,16,1,0,1,may,fri,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,technician,single,17,0,0,0,aug,fri,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,technician,married,16,0,1,0,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,housemaid,married,16,1,0,1,jun,wed,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
43,management,single,12,0,0,0,nov,fri,40,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
37,admin.,married,16,0,0,1,jun,mon,85,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
28,admin.,single,16,0,0,1,jun,fri,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
54,services,single,9,0,1,0,jul,thu,169,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
46,unemployed,divorced,17,1,0,0,jul,mon,221,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,self-employed,single,16,1,1,0,dec,fri,127,2,6,1,success,-3,92.713,-33,0.71,5023.5,0
51,blue-collar,married,9,1,0,0,may,wed,55,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
42,admin.,divorced,16,1,0,0,aug,mon,91,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
25,technician,married,17,0,0,0,jul,fri,197,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
51,blue-collar,married,9,0,0,1,may,fri,204,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,admin.,single,16,1,1,0,nov,fri,74,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
38,blue-collar,single,9,0,0,1,may,thu,73,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,technician,married,16,0,0,0,jul,thu,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
28,management,married,12,1,0,1,may,wed,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
42,blue-collar,married,9,1,0,0,jul,thu,57,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30,technician,single,16,0,0,1,jun,tue,179,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
29,services,single,16,0,0,0,jul,fri,116,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
47,management,married,12,0,1,0,apr,fri,245,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
56,services,married,12,0,0,0,nov,mon,156,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
43,management,married,12,0,1,1,jul,fri,169,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
32,blue-collar,married,9,1,0,1,may,fri,108,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
58,unemployed,divorced,12,0,0,0,jul,fri,195,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40,admin.,married,12,0,1,1,jul,tue,289,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
52,self-employed,married,9,1,0,1,may,tue,90,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,management,married,16,1,1,0,jul,thu,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
47,blue-collar,divorced,4,1,0,1,jun,fri,48,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
44,housemaid,married,9,1,0,1,may,mon,118,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,self-employed,married,17,1,0,0,jul,thu,9,31,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
30,services,married,12,1,1,0,may,mon,296,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
31,self-employed,married,16,1,0,1,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,blue-collar,married,9,1,0,0,apr,tue,95,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
53,self-employed,married,16,0,0,1,jul,fri,239,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
51,admin.,divorced,16,0,0,0,nov,thu,140,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,technician,single,17,1,0,0,apr,mon,21,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
48,admin.,married,16,1,0,0,nov,wed,517,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
30,self-employed,single,16,0,0,0,aug,tue,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,admin.,married,16,0,0,0,may,wed,138,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
38,blue-collar,married,6,0,0,1,jun,mon,559,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
60,technician,divorced,17,1,0,1,may,wed,202,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
36,admin.,divorced,16,0,0,1,may,thu,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37,entrepreneur,married,16,0,0,1,jun,fri,351,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,management,married,16,0,0,0,aug,mon,191,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,blue-collar,married,9,0,0,0,jul,thu,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
33,unemployed,married,9,1,0,0,nov,mon,150,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
29,services,single,12,1,0,0,may,wed,240,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
36,technician,divorced,17,0,0,0,jul,mon,319,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,blue-collar,married,9,1,0,1,may,mon,33,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,blue-collar,single,12,1,0,1,jul,mon,416,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
46,entrepreneur,divorced,12,1,0,0,nov,thu,88,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
37,technician,married,17,0,0,1,jun,tue,854,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
59,retired,divorced,16,0,0,0,jul,tue,46,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,services,married,12,0,0,0,apr,fri,469,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
41,entrepreneur,married,4,1,0,0,jul,mon,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
55,admin.,married,16,1,0,0,may,mon,8,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
35,technician,married,17,1,1,0,jul,wed,126,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30,services,single,12,0,0,1,jun,wed,324,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
27,services,single,12,0,0,0,may,fri,472,6,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
37,admin.,divorced,16,1,0,0,may,wed,259,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
51,retired,married,9,0,0,0,jul,fri,180,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
59,technician,married,12,1,0,0,aug,mon,226,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,technician,single,17,1,0,0,nov,thu,352,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
26,blue-collar,married,9,0,0,1,may,wed,73,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
56,retired,married,4,0,0,0,jul,tue,112,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
41,admin.,married,12,0,0,1,may,fri,312,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
37,management,single,9,1,0,0,may,mon,189,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
29,services,married,12,1,0,0,nov,thu,114,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
33,blue-collar,married,9,1,0,0,may,mon,313,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
36,admin.,single,12,1,0,1,apr,fri,777,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,admin.,married,9,1,1,1,may,tue,412,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
40,services,married,12,0,0,1,may,thu,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
52,blue-collar,married,4,0,0,0,aug,fri,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
